"customerID","gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","Churn","Young","RevenuePerUser" 
"9621-OUPYD","Female",0,"Yes","No",25,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Bank transfer (automatic)","No",0,20
"9624-EGDEQ","Female",0,"No","No",37,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check","No",1,23.2
"9625-QNLUX","Male",0,"Yes","Yes",68,"Yes","DSL","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Credit card (automatic)","No",0,85.5
"9625-QSTYE","Female",0,"No","No",13,"Yes","DSL","No","Yes","Yes","No","No","No","Month-to-month","Yes","Electronic check","Yes",0,64
"9625-RZFUK","Male",0,"Yes","Yes",63,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check","No",0,23.2
"9626-VFRGG","Female",0,"No","Yes",41,"Yes","DSL","No","Yes","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)","No",0,68.5
"9626-WEQRM","Female",0,"No","No",4,"No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Mailed check","No",0,43.5
"9629-NHXFW","Female",0,"Yes","Yes",1,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check","No",0,20
"9631-RXVJM","Male",0,"No","No",35,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check","No",1,23.2
"9631-XEYKE","Male",0,"No","No",3,"Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)","No",0,58.2
"9633-DENPU","Female",0,"Yes","No",47,"Yes","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)","No",0,68.5
"9633-XQABV","Female",0,"No","No",3,"Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check","No",0,55
"9637-CDTKZ","Male",0,"Yes","No",72,"Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)","No",0,90.5
"9637-EIHEQ","Female",0,"No","No",1,"Yes","Fiber optic","No","No","No","Yes","No","No","Month-to-month","Yes","Electronic check","Yes",0,60
"9638-JIQYA","Male",0,"No","No",2,"No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)","No",0,40
"9639-BUJXT","Male",0,"No","No",63,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check","No",1,23.2
"9640-ZSLDC","Female",0,"Yes","Yes",53,"Yes","Fiber optic","No","No","Yes","No","No","Yes","One year","No","Credit card (automatic)","No",0,74.7
"9643-AVVWI","Female",0,"Yes","Yes",3,"Yes","DSL","No","Yes","No","Yes","No","No","Month-to-month","Yes","Electronic check","No",0,65.5
"9643-YBLUR","Male",0,"Yes","No",9,"Yes","Fiber optic","No","Yes","Yes","No","No","Yes","Month-to-month","Yes","Credit card (automatic)","No",0,77
"9644-KVCNC","Female",0,"No","No",66,"Yes","DSL","No","No","Yes","No","Yes","No","One year","Yes","Bank transfer (automatic)","No",0,66.5
"9644-UMGQA","Male",0,"Yes","Yes",6,"Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check","No",0,58.5
"9646-NMHXE","Male",0,"Yes","No",47,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check","No",0,23.2
"9647-ERGBE","Female",0,"Yes","Yes",30,"Yes","DSL","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check","Yes",0,76.5
"9648-BCHKM","Female",0,"Yes","Yes",18,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Credit card (automatic)","No",0,20
"9650-VBUOG","Male",0,"Yes","Yes",38,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)","No",0,23.2
"9651-GTSAQ","Female",0,"Yes","No",53,"Yes","DSL","Yes","Yes","Yes","No","Yes","Yes","One year","Yes","Bank transfer (automatic)","Yes",0,85.5
"9658-WYUFB","Female",0,"No","No",17,"Yes","DSL","Yes","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check","Yes",0,72
"9659-QEQSY","Female",0,"No","No",45,"Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check","No",0,90.5
"9659-ZTWSM","Male",1,"No","No",66,"Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)","No",0,87
"9661-ACXBS","Female",0,"No","No",42,"Yes","DSL","Yes","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check","Yes",0,80
"9661-JALZV","Female",0,"No","No",58,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Credit card (automatic)","No",1,20
"9661-MHUMO","Male",1,"No","No",1,"Yes","Fiber optic","No","No","No","Yes","No","No","Month-to-month","Yes","Credit card (automatic)","Yes",0,60
"9667-EQRXU","Female",1,"No","No",30,"No","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","Yes","Electronic check","Yes",0,53.5
"9667-TKTVZ","Female",0,"No","No",2,"Yes","Fiber optic","No","No","No","Yes","No","No","Month-to-month","Yes","Mailed check","No",0,60
"9668-PUGNU","Male",0,"Yes","No",71,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Electronic check","No",0,20
"9670-BPNXF","Female",0,"No","No",45,"Yes","Fiber optic","Yes","Yes","No","Yes","No","No","One year","Yes","Credit card (automatic)","No",0,69
"9674-EHPPG","Male",0,"Yes","No",46,"No","Fiber optic","Yes","No","Yes","Yes","No","No","Two year","No","Credit card (automatic)","No",0,55.2
"9675-ICXCT","Male",0,"Yes","Yes",72,"Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check","No",0,85
"9677-AVKED","Female",0,"No","Yes",53,"Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","One year","Yes","Electronic check","No",0,87
"9680-NIAUV","Female",0,"Yes","Yes",72,"Yes","DSL","Yes","Yes","Yes","No","Yes","Yes","Two year","No","Credit card (automatic)","No",0,88.7
"9681-KYGYB","Male",1,"No","No",49,"Yes","DSL","Yes","Yes","Yes","No","No","No","Month-to-month","Yes","Electronic check","No",0,67.5
"9681-OXGVC","Female",0,"No","No",5,"Yes","DSL","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check","Yes",0,76.5
"9685-WKZGT","Male",1,"No","No",14,"Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check","Yes",0,55
"9688-YGXVR","Female",0,"No","No",44,"Yes","DSL","No","Yes","Yes","No","Yes","No","Month-to-month","Yes","Credit card (automatic)","No",0,72
"9689-PTNPG","Male",0,"No","No",2,"Yes","DSL","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check","Yes",0,63
"9691-HKOVS","Female",0,"Yes","No",55,"Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","One year","Yes","Electronic check","No",0,90.5
"9692-TUSXH","Female",0,"No","No",18,"Yes","DSL","Yes","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check","Yes",0,76.5
"9693-XMUOB","Male",1,"No","No",59,"No","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check","No",0,70.5
"9695-IDRZR","Female",0,"No","Yes",34,"Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)","No",0,90.5
"9696-RMYBA","Male",0,"No","No",5,"Yes","DSL","No","No","No","No","Yes","No","Month-to-month","Yes","Mailed check","No",0,63
"9699-UBQFS","Female",1,"No","No",43,"Yes","DSL","Yes","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check","No",0,72
"9700-ISPUP","Female",0,"Yes","Yes",10,"Yes","Fiber optic","No","Yes","No","Yes","No","Yes","Month-to-month","Yes","Electronic check","No",0,78.5
"9700-ZCLOT","Male",0,"No","No",2,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check","No",1,23.2
"9701-CDXHR","Female",0,"Yes","No",51,"Yes","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check","No",0,58.2
"9702-AIUJO","Male",0,"Yes","Yes",50,"Yes","Fiber optic","No","No","No","No","No","No","One year","Yes","Bank transfer (automatic)","No",0,55
"9705-IOVQQ","Male",1,"No","No",61,"Yes","DSL","No","Yes","No","No","Yes","Yes","One year","No","Electronic check","No",0,81.7
"9705-ZJBCG","Female",0,"Yes","Yes",13,"Yes","Fiber optic","Yes","No","No","Yes","No","No","One year","No","Bank transfer (automatic)","No",0,66.7
"9708-HPXWZ","Male",1,"No","No",5,"No","Fiber optic","No","No","Yes","Yes","Yes","No","Month-to-month","No","Credit card (automatic)","No",0,61.7
"9708-KFDBY","Male",0,"No","No",1,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Credit card (automatic)","No",1,23.2
"9710-NJERN","Female",0,"No","No",39,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check","No",1,23.2
"9710-ZUSHQ","Female",1,"No","No",37,"Yes","DSL","Yes","Yes","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)","Yes",0,82
"9711-FJTBX","Male",0,"Yes","Yes",56,"Yes","DSL","No","Yes","Yes","Yes","No","No","One year","Yes","Mailed check","No",0,69
"9714-EDSUC","Male",0,"No","No",4,"Yes","DSL","Yes","Yes","No","Yes","No","Yes","Month-to-month","Yes","Mailed check","No",0,82
"9715-SBVSU","Male",0,"Yes","Yes",14,"Yes","Fiber optic","Yes","Yes","No","No","No","Yes","Two year","Yes","Bank transfer (automatic)","No",0,77
"9715-WZCLW","Male",0,"Yes","Yes",71,"Yes","DSL","Yes","No","No","No","Yes","Yes","Two year","Yes","Electronic check","No",0,76.5
"9717-IOAAF","Male",0,"No","Yes",27,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Credit card (automatic)","No",0,20
"9717-QEBGU","Male",0,"No","No",2,"Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check","No",0,55
"9720-JJJOR","Male",0,"Yes","Yes",41,"Yes","Fiber optic","Yes","Yes","Yes","No","No","No","One year","Yes","Bank transfer (automatic)","No",0,67.5
"9722-UJOJR","Male",0,"Yes","Yes",29,"Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check","Yes",0,55
"9725-SCPZG","Male",0,"No","Yes",1,"Yes","DSL","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check","Yes",0,73
"9728-FTTVZ","Female",0,"No","No",1,"Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check","Yes",0,55
"9730-DRTMJ","Male",0,"Yes","No",32,"Yes","Fiber optic","Yes","No","No","Yes","Yes","No","One year","Yes","Credit card (automatic)","No",0,71.5
"9732-EQMWY","Female",0,"Yes","No",49,"Yes","DSL","No","Yes","Yes","No","Yes","Yes","Month-to-month","No","Electronic check","No",0,85.2
"9732-KPKBW","Male",0,"No","No",1,"Yes","Fiber optic","Yes","No","No","Yes","No","No","Month-to-month","Yes","Electronic check","Yes",0,63.5
"9732-OUYRN","Female",0,"Yes","No",49,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Credit card (automatic)","No",0,23.2
"9734-UYXQI","Female",0,"No","No",2,"Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check","Yes",0,55
"9734-YWGEX","Female",0,"No","No",9,"Yes","DSL","No","No","Yes","No","Yes","Yes","Month-to-month","No","Credit card (automatic)","Yes",0,79.7
"9738-QLWTP","Male",0,"No","No",39,"Yes","DSL","No","No","Yes","Yes","No","No","One year","No","Electronic check","No",0,66.7
"9739-JLPQJ","Female",0,"Yes","Yes",72,"Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)","No",0,93.7
"9741-YLNTD","Male",0,"No","No",6,"Yes","DSL","No","No","No","Yes","No","Yes","Month-to-month","Yes","Bank transfer (automatic)","No",0,73
"9742-XOKTS","Male",0,"Yes","Yes",67,"Yes","DSL","Yes","Yes","No","Yes","No","No","One year","No","Electronic check","No",0,72.2
"9743-DQKQW","Male",0,"No","No",3,"No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check","No",0,43.2
"9746-MDMBK","Male",0,"Yes","Yes",47,"Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)","No",0,90.5
"9746-UGFAC","Female",0,"No","No",22,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Bank transfer (automatic)","No",0,23.2
"9746-YKGXB","Male",0,"Yes","Yes",52,"No","Fiber optic","Yes","No","Yes","No","No","Yes","One year","No","Bank transfer (automatic)","No",0,65.2
"9747-DDZOS","Female",0,"No","No",1,"Yes","DSL","No","No","Yes","No","No","No","Month-to-month","No","Bank transfer (automatic)","Yes",0,61.7
"9750-BOOHV","Female",0,"No","No",32,"No","Fiber optic","Yes","No","No","No","No","No","One year","No","Mailed check","No",0,46.7
"9752-ZNQUT","Female",0,"No","No",1,"Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check","No",0,60.5
"9753-OYLBX","Female",0,"No","No",1,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check","No",1,23.2
"9754-CLVZW","Female",0,"Yes","Yes",26,"No","Fiber optic","Yes","Yes","No","Yes","No","No","Month-to-month","No","Credit card (automatic)","No",0,57.2
"9755-JHNMN","Female",0,"No","No",49,"Yes","Fiber optic","Yes","Yes","Yes","Yes","No","No","Two year","No","Bank transfer (automatic)","No",0,75.7
"9758-MFWGD","Female",1,"No","No",48,"No","Fiber optic","No","Yes","No","No","No","No","One year","No","Bank transfer (automatic)","No",0,48.7
"9761-XUJWD","Male",0,"No","No",5,"Yes","Fiber optic","No","Yes","No","Yes","No","Yes","Month-to-month","Yes","Bank transfer (automatic)","No",0,78.5
"9762-YAQAA","Male",0,"No","No",39,"Yes","DSL","No","Yes","No","No","No","No","One year","No","Credit card (automatic)","No",0,63.7
"9763-GRSKD","Male",0,"Yes","Yes",13,"Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Mailed check","No",0,58.5
"9763-PDTKK","Female",0,"No","No",4,"Yes","DSL","Yes","No","Yes","Yes","No","Yes","Month-to-month","Yes","Bank transfer (automatic)","Yes",0,80
"9764-REAFF","Female",0,"Yes","No",59,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)","No",0,23.2
"9766-HGEDE","Female",0,"Yes","No",17,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check","No",0,23.2
"9767-FFLEM","Male",0,"No","No",38,"Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)","No",0,55
"9769-TSBZE","Female",0,"No","Yes",70,"Yes","Fiber optic","Yes","Yes","No","Yes","No","No","Two year","No","Electronic check","No",0,72.2
"9770-KXGQU","Female",0,"No","No",53,"Yes","DSL","Yes","Yes","Yes","No","Yes","No","One year","No","Mailed check","No",0,78.7
"9770-LXDBK","Female",0,"No","No",3,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check","No",0,23.2
"9773-PEQBZ","Male",0,"No","No",10,"Yes","DSL","No","Yes","No","No","No","No","Month-to-month","No","Electronic check","No",0,63.7
"9774-NRNAU","Male",1,"No","No",27,"Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)","No",0,87
